ROWID,Country,SourceYear,Crop name,Area,Production,Yield,Percentage of area under irrigation ( % ),Comments,YearCode,Year
744,India,2014-15,Rapeseed & Mustard,5800.00,6280.00,1083.00,76.65,,2014,"Financial Year (Apr - Mar), 2014"
745,India,2003-04,Rapeseed & Mustard,5430.00,6290.00,1159.00,71.47,,2003,"Financial Year (Apr - Mar), 2003"
746,India,2006-07,Gram,7490.00,6330.00,845.00,31.22,,2006,"Financial Year (Apr - Mar), 2006"
747,India,1957-58,Nine Oilseeds,12660.00,6350.00,502.00,,,1957,"Financial Year (Apr - Mar), 1957"
748,India,1956-57,Nine Oilseeds,12490.00,6360.00,509.00,,,1956,"Financial Year (Apr - Mar), 1956"
749,India,1976-77,Maize,6000.00,6360.00,1060.00,17.66,,1976,"Financial Year (Apr - Mar), 1976"
750,India,1972-73,Maize,5840.00,6390.00,1094.00,18.77,,1972,"Financial Year (Apr - Mar), 1972"
751,India,1954-55,Nine Oilseeds,12520.00,6400.00,511.00,,,1954,"Financial Year (Apr - Mar), 1954"
752,India,1965-66,Nine Oilseeds,15250.00,6400.00,419.00,,,1965,"Financial Year (Apr - Mar), 1965"
753,India,2000-01,Groundnut,6560.00,6410.00,977.00,16.89,,2000,"Financial Year (Apr - Mar), 2000"
754,India,1966-67,Nine Oilseeds,15000.00,6430.00,428.00,,,1966,"Financial Year (Apr - Mar), 1966"
755,India,2004-05,Onion,550.00,6430.00,11718.00,,,2004,"Financial Year (Apr - Mar), 2004"
756,India,1984-85,Groundnut,7170.00,6440.00,898.00,16.05,,1984,"Financial Year (Apr - Mar), 1984"
757,India,1994-95,Gram,7540.00,6440.00,853.00,25.39,,1994,"Financial Year (Apr - Mar), 1994"
758,India,1950-51,Wheat,9750.00,6460.00,663.00,33.99,,1950,"Financial Year (Apr - Mar), 1950"
759,India,1997-98,Soybean,5990.00,6460.00,1079.00,,,1997,"Financial Year (Apr - Mar), 1997"
760,India,2009-10,Bajra,8900.00,6510.00,731.00,9.18,,2009,"Financial Year (Apr - Mar), 2009"
761,India,1982-83,Maize,5720.00,6550.00,1145.00,21.66,,1982,"Financial Year (Apr - Mar), 1982"
762,India,1959-60,Nine Oilseeds,13950.00,6560.00,470.00,,,1959,"Financial Year (Apr - Mar), 1959"
763,India,2011-12,Rapeseed & Mustard,5890.00,6600.00,1121.00,73.45,,2011,"Financial Year (Apr - Mar), 2011"
764,India,2009-10,Rapeseed & Mustard,5590.00,6610.00,1183.00,71.93,,2009,"Financial Year (Apr - Mar), 2009"
765,India,1985-86,Maize,5800.00,6640.00,1146.00,18.72,,1985,"Financial Year (Apr - Mar), 1985"
766,India,1989-90,Bajra,10900.00,6650.00,610.00,6.28,,1989,"Financial Year (Apr - Mar), 1989"
767,India,1996-97,Rapeseed & Mustard,6550.00,6660.00,1017.00,67.56,,1996,"Financial Year (Apr - Mar), 1996"
768,India,2003-04,Jowar,9330.00,6680.00,716.00,7.59,,2003,"Financial Year (Apr - Mar), 2003"
769,India,2009-10,Jowar,7790.00,6700.00,860.00,8.79,,2009,"Financial Year (Apr - Mar), 2009"
770,India,1955-56,Jowar,17360.00,6730.00,387.00,3.58,,1955,"Financial Year (Apr - Mar), 1955"
771,India,2015-16,Groundnut,4600.00,6730.00,1465.00,28.92,,2015,"Financial Year (Apr - Mar), 2015"
772,India,2018-19,Groundnut,4730.00,6730.00,1422.00,30.92,,2018,"Financial Year (Apr - Mar), 2018"
773,India,1975-76,Groundnut,7220.00,6760.00,935.00,6.87,,1975,"Financial Year (Apr - Mar), 1975"
774,India,2000-01,Bajra,9830.00,6760.00,688.00,7.81,,2000,"Financial Year (Apr - Mar), 2000"
775,India,2004-05,Groundnut,6640.00,6770.00,1020.00,17.03,,2004,"Financial Year (Apr - Mar), 2004"
776,India,1998-99,Gram,8470.00,6800.00,803.00,21.24,,1998,"Financial Year (Apr - Mar), 1998"
777,India,2015-16,Rapeseed & Mustard,5750.00,6800.00,1183.00,80.08,,2015,"Financial Year (Apr - Mar), 2015"
778,India,1968-69,Nine Oilseeds,14470.00,6850.00,473.00,,,1968,"Financial Year (Apr - Mar), 1968"
779,India,2004-05,Soybean,7570.00,6870.00,908.00,,,2004,"Financial Year (Apr - Mar), 2004"
780,India,1990-91,Bajra,10480.00,6890.00,658.00,5.10,,1990,"Financial Year (Apr - Mar), 1990"
781,India,1981-82,Maize,5940.00,6900.00,1162.00,19.78,,1981,"Financial Year (Apr - Mar), 1981"
782,India,1980-81,Maize,6010.00,6960.00,1159.00,20.14,,1980,"Financial Year (Apr - Mar), 1980"
783,India,1998-99,Bajra,9300.00,6960.00,748.00,6.94,,1998,"Financial Year (Apr - Mar), 1998"
784,India,2011-12,Groundnut,5260.00,6960.00,1323.00,24.34,,2011,"Financial Year (Apr - Mar), 2011"
785,India,1972-73,Jowar,15510.00,6970.00,449.00,3.26,,1972,"Financial Year (Apr - Mar), 1972"
786,India,1960-61,Nine Oilseeds,13770.00,6980.00,507.00,,,1960,"Financial Year (Apr - Mar), 1960"
787,India,2010-11,Jowar,7380.00,7000.00,949.00,8.70,,2010,"Financial Year (Apr - Mar), 2010"
788,India,2002-03,Jowar,9300.00,7010.00,754.00,7.85,,2002,"Financial Year (Apr - Mar), 2002"
789,India,1958-59,Gram,10080.00,7020.00,696.00,12.02,,1958,"Financial Year (Apr - Mar), 1958"
790,India,2001-02,Groundnut,6240.00,7030.00,1127.00,17.07,,2001,"Financial Year (Apr - Mar), 2001"
791,India,2008-09,Gram,7890.00,7060.00,895.00,33.67,,2008,"Financial Year (Apr - Mar), 2008"
792,India,2015-16,Gram,8400.00,7060.00,840.00,38.69,,2015,"Financial Year (Apr - Mar), 2015"
793,India,1999-00,Soybean,6220.00,7080.00,1138.00,,,1999,"Financial Year (Apr - Mar), 1999"
794,India,1983-84,Groundnut,7540.00,7090.00,940.00,16.04,,1983,"Financial Year (Apr - Mar), 1983"
795,India,1991-92,Groundnut,8670.00,7090.00,818.00,19.14,,1991,"Financial Year (Apr - Mar), 1991"
796,India,1963-64,Nine Oilseeds,14820.00,7130.00,481.00,,,1963,"Financial Year (Apr - Mar), 1963"
797,India,1972-73,Nine Oilseeds,15790.00,7140.00,452.00,,,1972,"Financial Year (Apr - Mar), 1972"
798,India,1998-99,Soybean,6490.00,7140.00,1100.00,,,1998,"Financial Year (Apr - Mar), 1998"
799,India,2006-07,Jowar,8470.00,7150.00,844.00,8.32,,2006,"Financial Year (Apr - Mar), 2006"
800,India,1994-95,Bajra,10220.00,7160.00,700.00,5.50,,1994,"Financial Year (Apr - Mar), 1994"
801,India,1976-77,Potato,620.00,7170.00,11573.00,,,1976,"Financial Year (Apr - Mar), 1976"
802,India,2008-09,Groundnut,6160.00,7170.00,1163.00,21.24,,2008,"Financial Year (Apr - Mar), 2008"
803,India,2008-09,Rapeseed & Mustard,6300.00,7200.00,1143.00,74.33,,2008,"Financial Year (Apr - Mar), 2008"
804,India,1981-82,Groundnut,7430.00,7220.00,972.00,14.24,,1981,"Financial Year (Apr - Mar), 1981"
805,India,2004-05,Jowar,9090.00,7240.00,797.00,8.77,,2004,"Financial Year (Apr - Mar), 2004"
806,India,2008-09,Jowar,7530.00,7250.00,962.00,9.25,,2008,"Financial Year (Apr - Mar), 2008"
807,India,1975-76,Maize,6030.00,7260.00,1203.00,16.15,,1975,"Financial Year (Apr - Mar), 1975"
808,India,1961-62,Nine Oilseeds,14770.00,7280.00,493.00,,,1961,"Financial Year (Apr - Mar), 1961"
809,India,1958-59,Nine Oilseeds,13000.00,7300.00,561.00,,,1958,"Financial Year (Apr - Mar), 1958"
810,India,1975-76,Potato,620.00,7310.00,11738.00,,,1975,"Financial Year (Apr - Mar), 1975"
811,India,1956-57,Jowar,16240.00,7330.00,451.00,3.40,,1956,"Financial Year (Apr - Mar), 1956"
812,India,2014-15,Gram,8250.00,7330.00,889.00,38.60,,2014,"Financial Year (Apr - Mar), 2014"
813,India,1952-53,Jowar,17540.00,7360.00,420.00,3.06,,1952,"Financial Year (Apr - Mar), 1952"
814,India,1997-98,Groundnut,7090.00,7370.00,1040.00,19.45,,1997,"Financial Year (Apr - Mar), 1997"
815,India,1962-63,Nine Oilseeds,15340.00,7390.00,482.00,,,1962,"Financial Year (Apr - Mar), 1962"
816,India,2014-15,Groundnut,4770.00,7400.00,1552.00,26.66,,2014,"Financial Year (Apr - Mar), 2014"
817,India,2006-07,Rapeseed & Mustard,6790.00,7440.00,1095.00,75.55,,2006,"Financial Year (Apr - Mar), 2006"
818,India,2016-17,Groundnut,5340.00,7460.00,1398.00,27.51,,2016,"Financial Year (Apr - Mar), 2016"
819,India,2009-10,Gram,8170.00,7480.00,915.00,32.40,,2009,"Financial Year (Apr - Mar), 2009"
820,India,1970-71,Maize,5850.00,7490.00,1279.00,15.86,,1970,"Financial Year (Apr - Mar), 1970"
821,India,1952-53,Wheat,9830.00,7500.00,763.00,37.15,,1952,"Financial Year (Apr - Mar), 1952"
822,India,1990-91,Groundnut,8310.00,7510.00,904.00,18.63,,1990,"Financial Year (Apr - Mar), 1990"
823,India,1973-74,Bajra,13930.00,7520.00,540.00,4.19,,1973,"Financial Year (Apr - Mar), 1973"
824,India,1997-98,Jowar,10800.00,7530.00,697.00,7.37,,1997,"Financial Year (Apr - Mar), 1997"
825,India,2000-01,Jowar,9860.00,7530.00,764.00,8.33,,2000,"Financial Year (Apr - Mar), 2000"
826,India,2001-02,Jowar,9800.00,7560.00,771.00,7.40,,2001,"Financial Year (Apr - Mar), 2001"
827,India,1965-66,Jowar,17680.00,7580.00,429.00,4.05,,1965,"Financial Year (Apr - Mar), 1965"
828,India,1995-96,Groundnut,7520.00,7580.00,1007.00,18.11,,1995,"Financial Year (Apr - Mar), 1995"
829,India,1986-87,Maize,5920.00,7590.00,1282.00,21.19,,1986,"Financial Year (Apr - Mar), 1986"
830,India,2004-05,Rapeseed & Mustard,7320.00,7590.00,1038.00,71.97,,2004,"Financial Year (Apr - Mar), 2004"
831,India,2005-06,Jowar,8670.00,7630.00,880.00,8.48,,2005,"Financial Year (Apr - Mar), 2005"
832,India,1997-98,Bajra,9890.00,7640.00,773.00,5.97,,1997,"Financial Year (Apr - Mar), 1997"
833,India,2005-06,Bajra,9580.00,7680.00,802.00,9.13,,2005,"Financial Year (Apr - Mar), 2005"
834,India,2011-12,Gram,8300.00,7700.00,928.00,33.54,,2011,"Financial Year (Apr - Mar), 2011"
835,India,1971-72,Jowar,16780.00,7720.00,460.00,4.44,,1971,"Financial Year (Apr - Mar), 1971"
836,India,1983-84,Bajra,11830.00,7720.00,653.00,4.84,,1983,"Financial Year (Apr - Mar), 1983"
837,India,1969-70,Nine Oilseeds,14810.00,7730.00,522.00,,,1969,"Financial Year (Apr - Mar), 1969"
838,India,1988-89,Bajra,12040.00,7780.00,646.00,5.26,,1988,"Financial Year (Apr - Mar), 1988"
839,India,2003-04,Soybean,6550.00,7820.00,1193.00,,,2003,"Financial Year (Apr - Mar), 2003"
840,India,1993-94,Groundnut,8320.00,7830.00,941.00,19.39,,1993,"Financial Year (Apr - Mar), 1993"
841,India,1996-97,Bajra,9980.00,7870.00,788.00,5.44,,1996,"Financial Year (Apr - Mar), 1996"
842,India,2013-14,Rapeseed & Mustard,6650.00,7880.00,1185.00,76.58,,2013,"Financial Year (Apr - Mar), 2013"
843,India,1983-84,Maize,5860.00,7920.00,1352.00,16.94,,1983,"Financial Year (Apr - Mar), 1983"
844,India,2016-17,Rapeseed & Mustard,6070.00,7920.00,1304.00,79.21,,2016,"Financial Year (Apr - Mar), 2016"
845,India,2004-05,Bajra,9230.00,7930.00,859.00,8.16,,2004,"Financial Year (Apr - Mar), 2004"
846,India,2007-08,Jowar,7760.00,7930.00,1021.00,8.91,,2007,"Financial Year (Apr - Mar), 2007"
847,India,1957-58,Wheat,11730.00,7990.00,682.00,33.32,,1957,"Financial Year (Apr - Mar), 1957"
848,India,2005-06,Groundnut,6740.00,7990.00,1187.00,18.36,,2005,"Financial Year (Apr - Mar), 2005"
849,India,1953-54,Wheat,10680.00,8020.00,750.00,36.16,,1953,"Financial Year (Apr - Mar), 1953"
850,India,1961-62,Jowar,18250.00,8030.00,440.00,3.69,,1961,"Financial Year (Apr - Mar), 1961"
851,India,1970-71,Bajra,12910.00,8030.00,622.00,3.98,,1970,"Financial Year (Apr - Mar), 1970"
852,India,2012-13,Rapeseed & Mustard,6360.00,8030.00,1262.00,76.52,,2012,"Financial Year (Apr - Mar), 2012"
853,India,1991-92,Maize,5860.00,8060.00,1376.00,22.47,,1991,"Financial Year (Apr - Mar), 1991"
854,India,1994-95,Groundnut,7850.00,8060.00,1027.00,19.82,,1994,"Financial Year (Apr - Mar), 1994"
855,India,2015-16,Bajra,7130.00,8070.00,1132.00,10.54,,2015,"Financial Year (Apr - Mar), 2015"
856,India,1953-54,Jowar,17760.00,8080.00,455.00,3.09,,1953,"Financial Year (Apr - Mar), 1953"
857,India,1989-90,Groundnut,8710.00,8100.00,930.00,16.96,,1989,"Financial Year (Apr - Mar), 1989"
858,India,1991-92,Jowar,12360.00,8100.00,655.00,6.51,,1991,"Financial Year (Apr - Mar), 1991"
859,India,1970-71,Jowar,17370.00,8110.00,466.00,3.64,,1970,"Financial Year (Apr - Mar), 1970"
860,India,2003-04,Groundnut,5990.00,8130.00,1357.00,16.82,,2003,"Financial Year (Apr - Mar), 2003"
861,India,2005-06,Rapeseed & Mustard,7280.00,8130.00,1117.00,73.57,,2005,"Financial Year (Apr - Mar), 2005"
862,India,1977-78,Potato,670.00,8140.00,12228.00,,,1977,"Financial Year (Apr - Mar), 1977"
863,India,2010-11,Rapeseed & Mustard,6900.00,8180.00,1185.00,69.82,,2010,"Financial Year (Apr - Mar), 2010"
864,India,2010-11,Gram,9190.00,8220.00,894.00,29.69,,2010,"Financial Year (Apr - Mar), 2010"
865,India,1988-89,Maize,5900.00,8230.00,1395.00,20.95,,1988,"Financial Year (Apr - Mar), 1988"
866,India,2010-11,Groundnut,5860.00,8260.00,1411.00,21.80,,2010,"Financial Year (Apr - Mar), 2010"
867,India,2005-06,Soybean,7710.00,8270.00,1073.00,,,2005,"Financial Year (Apr - Mar), 2005"
868,India,2001-02,Bajra,9530.00,8280.00,869.00,6.60,,2001,"Financial Year (Apr - Mar), 2001"
869,India,1967-68,Nine Oilseeds,15670.00,8300.00,530.00,,,1967,"Financial Year (Apr - Mar), 1967"
870,India,1979-80,Potato,690.00,8330.00,12152.00,,,1979,"Financial Year (Apr - Mar), 1979"
871,India,1966-67,Total Pulses,22120.00,8350.00,377.00,10.86,,1966,"Financial Year (Apr - Mar), 1966"
872,India,1950-51,Total Pulses,19090.00,8410.00,441.00,9.43,,1950,"Financial Year (Apr - Mar), 1950"
873,India,1951-52,Total Pulses,18780.00,8420.00,448.00,9.68,,1951,"Financial Year (Apr - Mar), 1951"
874,India,1998-99,Jowar,9790.00,8420.00,859.00,8.08,,1998,"Financial Year (Apr - Mar), 1998"
875,India,2006-07,Bajra,9510.00,8420.00,886.00,9.56,,2006,"Financial Year (Apr - Mar), 2006"
876,India,1976-77,Nine Oilseeds,16470.00,8430.00,512.00,,,1976,"Financial Year (Apr - Mar), 1976"
877,India,2017-18,Rapeseed & Mustard,5980.00,8430.00,1410.00,80.47,,2017,"Financial Year (Apr - Mar), 2017"
878,India,1984-85,Maize,5800.00,8440.00,1456.00,17.52,,1984,"Financial Year (Apr - Mar), 1984"
879,India,1964-65,Nine Oilseeds,15260.00,8560.00,561.00,,,1964,"Financial Year (Apr - Mar), 1964"
880,India,1992-93,Groundnut,8170.00,8560.00,1049.00,19.71,,1992,"Financial Year (Apr - Mar), 1992"
881,India,1979-80,Total Pulses,22260.00,8570.00,385.00,8.76,,1979,"Financial Year (Apr - Mar), 1979"
882,India,2015-16,Soybean,11600.00,8570.00,738.00,,,2015,"Financial Year (Apr - Mar), 2015"
883,India,1959-60,Jowar,17710.00,8580.00,484.00,3.61,,1959,"Financial Year (Apr - Mar), 1959"
884,India,1957-58,Jowar,17310.00,8640.00,499.00,3.53,,1957,"Financial Year (Apr - Mar), 1957"
885,India,1996-97,Groundnut,7600.00,8640.00,1138.00,17.53,,1996,"Financial Year (Apr - Mar), 1996"
886,India,2018-19,Bajra,7110.00,8660.00,1219.00,9.40,,2018,"Financial Year (Apr - Mar), 2018"
887,India,1999-00,Jowar,10250.00,8680.00,847.00,8.27,,1999,"Financial Year (Apr - Mar), 1999"
888,India,2005-06,Onion,660.00,8680.00,13118.00,,,2005,"Financial Year (Apr - Mar), 2005"
889,India,1979-80,Nine Oilseeds,16940.00,8740.00,516.00,,,1979,"Financial Year (Apr - Mar), 1979"
890,India,2012-13,Bajra,7300.00,8740.00,1198.00,9.11,,2012,"Financial Year (Apr - Mar), 2012"
891,India,1955-56,Wheat,12370.00,8760.00,708.00,32.67,,1955,"Financial Year (Apr - Mar), 1955"
892,India,2004-05,Coconut,1935.00,8829.00,4563.00,,,2004,"Financial Year (Apr - Mar), 2004"
893,India,2012-13,Gram,8520.00,8830.00,1036.00,36.46,,2012,"Financial Year (Apr - Mar), 2012"
894,India,2006-07,Soybean,8330.00,8850.00,1063.00,,,2006,"Financial Year (Apr - Mar), 2006"
895,India,1992-93,Bajra,10620.00,8880.00,836.00,5.80,,1992,"Financial Year (Apr - Mar), 1992"
896,India,1994-95,Maize,6140.00,8880.00,1570.00,20.59,,1994,"Financial Year (Apr - Mar), 1994"
897,India,2006-07,Onion,700.00,8890.00,12655.00,,,2006,"Financial Year (Apr - Mar), 2006"
898,India,2008-09,Bajra,8750.00,8890.00,1015.00,9.28,,2008,"Financial Year (Apr - Mar), 2008"
899,India,1990-91,Maize,5900.00,8960.00,1518.00,19.72,,1990,"Financial Year (Apr - Mar), 1990"
900,India,1994-95,Jowar,11510.00,8970.00,779.00,6.62,,1994,"Financial Year (Apr - Mar), 1994"
901,India,1998-99,Groundnut,7400.00,8980.00,1214.00,19.92,,1998,"Financial Year (Apr - Mar), 1998"
902,India,1958-59,Jowar,17960.00,9030.00,503.00,3.46,,1958,"Financial Year (Apr - Mar), 1958"
903,India,1954-55,Wheat,11260.00,9040.00,803.00,35.00,,1954,"Financial Year (Apr - Mar), 1954"
904,India,1971-72,Nine Oilseeds,17270.00,9080.00,526.00,,,1971,"Financial Year (Apr - Mar), 1971"
905,India,1973-74,Jowar,16720.00,9100.00,544.00,3.97,,1973,"Financial Year (Apr - Mar), 1973"
906,India,2019-20,Rapeseed & Mustard,6860.00,9120.00,1331.00,,,2019,"Financial Year (Apr - Mar), 2019"
907,India,2007-08,Onion,700.00,9140.00,12974.00,,,2007,"Financial Year (Apr - Mar), 2007"
908,India,1974-75,Nine Oilseeds,17310.00,9150.00,529.00,,,1974,"Financial Year (Apr - Mar), 1974"
909,India,2007-08,Groundnut,6290.00,9180.00,1459.00,22.24,,2007,"Financial Year (Apr - Mar), 2007"
910,India,2014-15,Bajra,7320.00,9180.00,1255.00,9.51,,2014,"Financial Year (Apr - Mar), 2014"
911,India,1952-53,Total Pulses,19840.00,9190.00,463.00,9.76,,1952,"Financial Year (Apr - Mar), 1952"
912,India,1986-87,Jowar,15950.00,9190.00,576.00,4.94,,1986,"Financial Year (Apr - Mar), 1986"
913,India,1954-55,Jowar,17460.00,9200.00,527.00,3.29,,1954,"Financial Year (Apr - Mar), 1954"
914,India,1963-64,Jowar,18380.00,9200.00,501.00,3.92,,1963,"Financial Year (Apr - Mar), 1963"
915,India,2017-18,Bajra,7480.00,9210.00,1231.00,9.89,,2017,"Financial Year (Apr - Mar), 2017"
916,India,1966-67,Jowar,18050.00,9220.00,511.00,3.95,,1966,"Financial Year (Apr - Mar), 1966"
917,India,2013-14,Bajra,7810.00,9250.00,1184.00,9.05,,2013,"Financial Year (Apr - Mar), 2013"
918,India,2017-18,Groundnut,4890.00,9250.00,1893.00,31.65,,2017,"Financial Year (Apr - Mar), 2017"
919,India,2018-19,Rapeseed & Mustard,6120.00,9260.00,1511.00,83.15,,2018,"Financial Year (Apr - Mar), 2018"
920,India,1995-96,Jowar,11330.00,9330.00,823.00,6.80,,1995,"Financial Year (Apr - Mar), 1995"
921,India,1980-81,Nine Oilseeds,17600.00,9370.00,532.00,,,1980,"Financial Year (Apr - Mar), 1980"
922,India,2016-17,Gram,9630.00,9380.00,974.00,38.63,,2016,"Financial Year (Apr - Mar), 2016"
923,India,1973-74,Nine Oilseeds,16900.00,9390.00,555.00,,,1973,"Financial Year (Apr - Mar), 1973"
924,India,1956-57,Wheat,13520.00,9400.00,695.00,29.37,,1956,"Financial Year (Apr - Mar), 1956"
925,India,1975-76,Jowar,16090.00,9500.00,591.00,4.89,,1975,"Financial Year (Apr - Mar), 1975"
926,India,1995-96,Maize,5980.00,9530.00,1595.00,22.63,,1995,"Financial Year (Apr - Mar), 1995"
927,India,2013-14,Gram,9930.00,9530.00,960.00,35.18,,2013,"Financial Year (Apr - Mar), 2013"
928,India,1957-58,Total Pulses,22540.00,9560.00,424.00,9.13,,1957,"Financial Year (Apr - Mar), 1957"
929,India,1993-94,Maize,6000.00,9600.00,1602.00,22.44,,1993,"Financial Year (Apr - Mar), 1993"
930,India,1970-71,Nine Oilseeds,16640.00,9630.00,579.00,,,1970,"Financial Year (Apr - Mar), 1970"
931,India,1989-90,Maize,5920.00,9650.00,1632.00,20.75,,1989,"Financial Year (Apr - Mar), 1989"
932,India,1977-78,Nine Oilseeds,17170.00,9660.00,563.00,,,1977,"Financial Year (Apr - Mar), 1977"
933,India,1988-89,Groundnut,8530.00,9660.00,1132.00,18.59,,1988,"Financial Year (Apr - Mar), 1988"
934,India,1980-81,Potato,730.00,9670.00,13258.00,,,1980,"Financial Year (Apr - Mar), 1980"
935,India,1964-65,Jowar,18060.00,9680.00,536.00,3.77,,1964,"Financial Year (Apr - Mar), 1964"
936,India,2013-14,Groundnut,5510.00,9710.00,1764.00,25.76,,2013,"Financial Year (Apr - Mar), 2013"
937,India,1969-70,Jowar,18610.00,9720.00,522.00,4.06,,1969,"Financial Year (Apr - Mar), 1969"
938,India,2016-17,Bajra,7460.00,9730.00,1305.00,10.22,,2016,"Financial Year (Apr - Mar), 2016"
939,India,1962-63,Jowar,18410.00,9750.00,529.00,3.71,,1962,"Financial Year (Apr - Mar), 1962"
940,India,1968-69,Jowar,18730.00,9800.00,523.00,4.45,,1968,"Financial Year (Apr - Mar), 1968"
941,India,1960-61,Jowar,18410.00,9810.00,533.00,3.55,,1960,"Financial Year (Apr - Mar), 1960"
942,India,1963-64,Wheat,13500.00,9850.00,730.00,34.94,,1963,"Financial Year (Apr - Mar), 1963"
943,India,1972-73,Total Pulses,20920.00,9910.00,474.00,8.15,,1972,"Financial Year (Apr - Mar), 1972"
944,India,1981-82,Potato,760.00,9910.00,12996.00,,,1981,"Financial Year (Apr - Mar), 1981"
945,India,2008-09,Soybean,9510.00,9910.00,1041.00,,,2008,"Financial Year (Apr - Mar), 2008"
946,India,1965-66,Total Pulses,22720.00,9940.00,438.00,9.41,,1965,"Financial Year (Apr - Mar), 1965"
947,India,2018-19,Gram,9550.00,9940.00,1041.00,49.56,,2018,"Financial Year (Apr - Mar), 2018"
948,India,2019-20,Groundnut,4830.00,9950.00,2063.00,,,2019,"Financial Year (Apr - Mar), 2019"
949,India,1958-59,Wheat,12620.00,9960.00,789.00,31.83,,1958,"Financial Year (Apr - Mar), 1958"
950,India,1982-83,Potato,740.00,9960.00,13549.00,,,1982,"Financial Year (Apr - Mar), 1982"
951,India,2009-10,Soybean,9730.00,9960.00,1024.00,,,2009,"Financial Year (Apr - Mar), 2009"
952,India,2007-08,Bajra,9570.00,9970.00,1042.00,10.25,,2007,"Financial Year (Apr - Mar), 2007"
953,India,1992-93,Maize,5960.00,9990.00,1676.00,21.46,,1992,"Financial Year (Apr - Mar), 1992"
954,India,1982-83,Nine Oilseeds,17760.00,10000.00,563.00,,,1982,"Financial Year (Apr - Mar), 1982"
955,India,1973-74,Total Pulses,23430.00,10010.00,427.00,7.89,,1973,"Financial Year (Apr - Mar), 1973"
956,India,1974-75,Total Pulses,22030.00,10020.00,455.00,8.11,,1974,"Financial Year (Apr - Mar), 1974"
957,India,1967-68,Jowar,18420.00,10050.00,545.00,3.94,,1967,"Financial Year (Apr - Mar), 1967"
958,India,1963-64,Total Pulses,24180.00,10070.00,416.00,8.86,,1963,"Financial Year (Apr - Mar), 1963"
959,India,1991-92,Coconut,1529.00,10080.00,6593.00,,,1991,"Financial Year (Apr - Mar), 1991"
960,India,1978-79,Nine Oilseeds,17710.00,10100.00,570.00,,,1978,"Financial Year (Apr - Mar), 1978"
961,India,2020-21,Rapeseed & Mustard,6690.00,10110.00,1511.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
962,India,1978-79,Potato,810.00,10130.00,12555.00,,,1978,"Financial Year (Apr - Mar), 1978"
963,India,1988-89,Jowar,14600.00,10170.00,697.00,5.75,,1988,"Financial Year (Apr - Mar), 1988"
964,India,1985-86,Jowar,16100.00,10200.00,633.00,4.50,,1985,"Financial Year (Apr - Mar), 1985"
965,India,2020-21,Groundnut,6090.00,10210.00,1676.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
966,India,2011-12,Bajra,8780.00,10280.00,1171.00,8.12,,2011,"Financial Year (Apr - Mar), 2011"
967,India,1959-60,Wheat,13380.00,10320.00,772.00,31.84,,1959,"Financial Year (Apr - Mar), 1959"
968,India,2019-20,Bajra,7540.00,10360.00,1374.00,,,2019,"Financial Year (Apr - Mar), 2019"
969,India,2010-11,Bajra,9610.00,10370.00,1079.00,8.02,,2010,"Financial Year (Apr - Mar), 2010"
970,India,2014-15,Soybean,10910.00,10370.00,951.00,,,2014,"Financial Year (Apr - Mar), 2014"
971,India,1965-66,Wheat,12570.00,10400.00,827.00,43.07,,1965,"Financial Year (Apr - Mar), 1965"
972,India,1974-75,Jowar,16190.00,10410.00,643.00,4.61,,1974,"Financial Year (Apr - Mar), 1974"
973,India,1968-69,Total Pulses,21260.00,10420.00,490.00,9.77,,1968,"Financial Year (Apr - Mar), 1968"
974,India,1985-86,Potato,840.00,10420.00,12364.00,,,1985,"Financial Year (Apr - Mar), 1985"
975,India,1980-81,Jowar,15810.00,10430.00,660.00,4.68,,1980,"Financial Year (Apr - Mar), 1980"
976,India,1976-77,Jowar,15770.00,10520.00,667.00,5.06,,1976,"Financial Year (Apr - Mar), 1976"
977,India,1975-76,Nine Oilseeds,16920.00,10610.00,627.00,,,1975,"Financial Year (Apr - Mar), 1975"
978,India,1953-54,Total Pulses,21730.00,10620.00,489.00,9.24,,1953,"Financial Year (Apr - Mar), 1953"
979,India,1980-81,Total Pulses,22460.00,10630.00,473.00,8.95,,1980,"Financial Year (Apr - Mar), 1980"
980,India,1982-83,Jowar,16380.00,10750.00,657.00,4.27,,1982,"Financial Year (Apr - Mar), 1982"
981,India,1996-97,Maize,6260.00,10770.00,1720.00,21.15,,1996,"Financial Year (Apr - Mar), 1996"
982,India,1962-63,Wheat,13590.00,10780.00,793.00,33.80,,1962,"Financial Year (Apr - Mar), 1962"
983,India,1997-98,Maize,6320.00,10820.00,1711.00,20.82,,1997,"Financial Year (Apr - Mar), 1997"
984,India,1985-86,Nine Oilseeds,19020.00,10830.00,570.00,,,1985,"Financial Year (Apr - Mar), 1985"
985,India,2010-11,Coconut,1896.00,10840.00,5717.00,,,2010,"Financial Year (Apr - Mar), 2010"
986,India,2020-21,Bajra,7570.00,10860.00,1436.00,,* 4th Advance Estimates,2020,"Financial Year (Apr - Mar), 2020"
987,India,2017-18,Soybean,10330.00,10930.00,1058.00,,,2017,"Financial Year (Apr - Mar), 2017"
988,India,1996-97,Jowar,11430.00,10940.00,957.00,6.95,,1996,"Financial Year (Apr - Mar), 1996"
